System information:
system name-> Linux; node name-> holy2c01215.rc.fas.harvard.edu; release-> 3.10.0-514.6.1.el7.x86_64; version-> #1 SMP Wed Jan 18 13:06:36 UTC 2017; machine-> x86_64

writing logs to: ../logs/for-census_c1s5ky0.25_7_train.out-curious_lb-with_prefix_perm_map-no_minor-removed=none-max_num_nodes=2000000000-c=0.0100000-f=1000.txt

LEARNING RULE LIST via LOWER BOUND Prefix Map
iter: 10000, tree: 347895, queue: 339265, pmap: 332237, log10(remaining): 1, time elapsed: 1.095985
iter: 20000, tree: 614460, queue: 596948, pmap: 588106, log10(remaining): 1, time elapsed: 2.069679
iter: 30000, tree: 863700, queue: 837103, pmap: 827246, log10(remaining): 1, time elapsed: 2.968724
min(objective): 0.26663 -> 0.26663, length: 4, cache size: 1018593
before garbage_collect. num_nodes: 1018623, log10(remaining): 1
after garbage_collect. num_nodes: 1018623, log10(remaining): 1
iter: 40000, tree: 1096227, queue: 1060408, pmap: 1048973, log10(remaining): 1, time elapsed: 4.024789
iter: 50000, tree: 1308768, queue: 1263801, pmap: 1251784, log10(remaining): 1, time elapsed: 4.883893
iter: 60000, tree: 1511973, queue: 1457851, pmap: 1443909, log10(remaining): 1, time elapsed: 5.705195
iter: 70000, tree: 1714955, queue: 1651529, pmap: 1638678, log10(remaining): 1, time elapsed: 6.532617
iter: 80000, tree: 1904157, queue: 1831615, pmap: 1816553, log10(remaining): 1, time elapsed: 7.354016
iter: 90000, tree: 2088305, queue: 2006409, pmap: 1992486, log10(remaining): 1, time elapsed: 8.348139
iter: 100000, tree: 2268314, queue: 2177118, pmap: 2162728, log10(remaining): 1, time elapsed: 9.115791
iter: 110000, tree: 2434282, queue: 2333849, pmap: 2316323, log10(remaining): 1, time elapsed: 9.875585
iter: 120000, tree: 2588485, queue: 2478992, pmap: 2460162, log10(remaining): 1, time elapsed: 10.617700
iter: 130000, tree: 2742301, queue: 2623804, pmap: 2604636, log10(remaining): 1, time elapsed: 11.354983
iter: 140000, tree: 2893650, queue: 2765880, pmap: 2746663, log10(remaining): 1, time elapsed: 12.109048
iter: 150000, tree: 3030769, queue: 2893998, pmap: 2872988, log10(remaining): 1, time elapsed: 12.831331
iter: 160000, tree: 3165834, queue: 3019956, pmap: 2997517, log10(remaining): 1, time elapsed: 13.544574
iter: 170000, tree: 3301644, queue: 3146678, pmap: 3124482, log10(remaining): 1, time elapsed: 14.250165
iter: 180000, tree: 3437450, queue: 3273115, pmap: 3251454, log10(remaining): 1, time elapsed: 14.965571
iter: 190000, tree: 3562761, queue: 3389447, pmap: 3366875, log10(remaining): 1, time elapsed: 15.672646
iter: 200000, tree: 3692693, queue: 3510104, pmap: 3484016, log10(remaining): 1, time elapsed: 16.374893
iter: 210000, tree: 3815722, queue: 3623886, pmap: 3597919, log10(remaining): 1, time elapsed: 17.059950
